transcript,incident_type,address,city,zipcode,casualties,reporting_time,reporter
Speaker 2: There's a structure fire at 740 STATE ROUTE 203. Casualties reported: children trapped,structure fire,740 STATE ROUTE 203,DELAWARE,43015,children trapped,2025-01-26T08:01:41.223114,Speaker 2
Speaker 2: There's a false alarm at 4095 COPELAND CT. Casualties reported: pets inside,false alarm,4095 COPELAND CT,DELAWARE,43015,pets inside,2024-07-08T17:19:41.223165,Speaker 2
Speaker 2: There's a electrical fire at 508 BOULDER DR. No one is hurt.,electrical fire,508 BOULDER DR,DELAWARE,43015,none,2024-06-10T02:25:41.223228,Speaker 2
Speaker 2: There's a gas leak at 194 SARATOGA ST. Casualties reported: children trapped,gas leak,194 SARATOGA ST,DELAWARE,43015,children trapped,2024-10-09T00:36:41.223295,Speaker 2
Speaker 2: There's a electrical fire at 1394 WOODLAND HALL DR. Casualties reported: caller escaped alone,electrical fire,1394 WOODLAND HALL DR,DELAWARE,43015,caller escaped alone,2024-05-19T12:53:41.223347,Speaker 2
Speaker 2: There's a gas leak at 222 E WILLIAM ST. Casualties reported: elderly person trapped,gas leak,222 E WILLIAM ST,DELAWARE,43015,elderly person trapped,2024-07-23T03:09:41.223405,Speaker 2
Speaker 2: There's a vehicle fire at 630 MAGNOLIA DR. Casualties reported: elderly person trapped,vehicle fire,630 MAGNOLIA DR,DELAWARE,43015,elderly person trapped,2024-11-22T06:43:41.223470,Speaker 2
Speaker 2: There's a false alarm at 124 BRENDEN LOOP. Casualties reported: unknown number trapped,false alarm,124 BRENDEN LOOP,DELAWARE,43015,unknown number trapped,2025-01-17T23:24:41.223546,Speaker 2
Speaker 2: There's a structure fire at 2282 RUSSELL WOODS DR. Casualties reported: children trapped,structure fire,2282 RUSSELL WOODS DR,DELAWARE,43015,children trapped,2024-10-07T16:36:41.223636,Speaker 2
Speaker 2: There's a vehicle fire at 200 LAW RD. Casualties reported: caller escaped alone,vehicle fire,200 LAW RD,DELAWARE,43015,caller escaped alone,2024-05-25T22:17:41.223702,Speaker 2
Speaker 2: There's a industrial fire at 27 VINE ST. Casualties reported: caller escaped alone,industrial fire,27 VINE ST,DELAWARE,43015,caller escaped alone,2025-01-12T00:21:41.223757,Speaker 2
Speaker 2: There's a false alarm at 3522 S SECTION LINE RD. Casualties reported: unknown number trapped,false alarm,3522 S SECTION LINE RD,DELAWARE,43015,unknown number trapped,2024-04-30T04:39:41.223823,Speaker 2
Speaker 2: There's a industrial fire at 113 HEWES ST. Casualties reported: elderly person trapped,industrial fire,113 HEWES ST,DELAWARE,43015,elderly person trapped,2024-12-16T09:31:41.223875,Speaker 2
Speaker 2: There's a industrial fire at 20 MAZZOLLA CT. Casualties reported: children trapped,industrial fire,20 MAZZOLLA CT,DELAWARE,43015,children trapped,2024-10-26T21:15:41.223926,Speaker 2
Speaker 2: There's a false alarm at 1100 SUNBURY RD STE 804. Casualties reported: elderly person trapped,false alarm,1100 SUNBURY RD STE 804,DELAWARE,43015,elderly person trapped,2024-04-25T11:23:41.223978,Speaker 2
Speaker 2: There's a structure fire at 354 PARKGATE CT. Casualties reported: pets inside,structure fire,354 PARKGATE CT,DELAWARE,43015,pets inside,2025-03-02T05:12:41.224030,Speaker 2
Speaker 2: There's a false alarm at 37 VILLAGE GATE BLVD. Casualties reported: elderly person trapped,false alarm,37 VILLAGE GATE BLVD,DELAWARE,43015,elderly person trapped,2024-11-19T16:27:41.224082,Speaker 2
Speaker 2: There's a kitchen fire at 285 SADDLEBROOK CT. Casualties reported: pets inside,kitchen fire,285 SADDLEBROOK CT,DELAWARE,43015,pets inside,2025-03-22T21:25:41.224133,Speaker 2
Speaker 2: There's a industrial fire at 3190 S OLD STATE RD LOT 724. No one is hurt.,industrial fire,3190 S OLD STATE RD LOT 724,DELAWARE,43015,none,2024-10-23T04:15:41.224184,Speaker 2
Speaker 2: There's a false alarm at 2002 TROY RD. Casualties reported: elderly person trapped,false alarm,2002 TROY RD,DELAWARE,43015,elderly person trapped,2024-05-02T00:00:41.224235,Speaker 2
Speaker 2: There's a industrial fire at 243 SPRINGER WOODS BLVD. No one is hurt.,industrial fire,243 SPRINGER WOODS BLVD,DELAWARE,43015,none,2025-01-28T14:07:41.224302,Speaker 2
Speaker 2: There's a vehicle fire at 303 TACK CT. No one is hurt.,vehicle fire,303 TACK CT,DELAWARE,43015,none,2024-08-04T03:35:41.224376,Speaker 2
Speaker 2: There's a gas leak at 92 HAYES ST. Casualties reported: caller escaped alone,gas leak,92 HAYES ST,DELAWARE,43015,caller escaped alone,2025-01-03T09:43:41.224434,Speaker 2
Speaker 2: There's a wildfire at 2121 PANHANDLE RD LOT 62. Casualties reported: unknown number trapped,wildfire,2121 PANHANDLE RD LOT 62,DELAWARE,43015,unknown number trapped,2024-12-17T14:09:41.224509,Speaker 2
Speaker 2: There's a electrical fire at 64 STERLING RIDGE DR. Casualties reported: unknown number trapped,electrical fire,64 STERLING RIDGE DR,DELAWARE,43015,unknown number trapped,2024-10-24T23:20:41.224583,Speaker 2
Speaker 2: There's a structure fire at 243 PARK AVE APT 5. Casualties reported: caller escaped alone,structure fire,243 PARK AVE APT 5,DELAWARE,43015,caller escaped alone,2024-09-12T21:15:41.224637,Speaker 2
Speaker 2: There's a false alarm at 2234 FORESTVIEW LN. Casualties reported: caller escaped alone,false alarm,2234 FORESTVIEW LN,DELAWARE,43015,caller escaped alone,2024-09-08T19:39:41.224689,Speaker 2
Speaker 2: There's a wildfire at 46 WILLOW BROOK WAY N. Casualties reported: pets inside,wildfire,46 WILLOW BROOK WAY N,DELAWARE,43015,pets inside,2024-10-14T08:51:41.224740,Speaker 2
Speaker 2: There's a wildfire at 231 KERRY PARK CIR. Casualties reported: caller trapped,wildfire,231 KERRY PARK CIR,DELAWARE,43015,caller trapped,2025-03-27T04:06:41.224792,Speaker 2
Speaker 2: There's a wildfire at 1884 FORD RD. Casualties reported: unknown number trapped,wildfire,1884 FORD RD,DELAWARE,43015,unknown number trapped,2024-06-28T01:17:41.224843,Speaker 2
Speaker 2: There's a electrical fire at 268 SADDLEBROOK CT. Casualties reported: children trapped,electrical fire,268 SADDLEBROOK CT,DELAWARE,43015,children trapped,2025-01-07T03:17:41.224895,Speaker 2
Speaker 2: There's a gas leak at 1350 BEAN-OLLER RD. Casualties reported: unknown number trapped,gas leak,1350 BEAN-OLLER RD,DELAWARE,43015,unknown number trapped,2024-08-18T21:18:41.224946,Speaker 2
Speaker 2: There's a false alarm at 7757 BRIDLESPUR LN. Casualties reported: unknown number trapped,false alarm,7757 BRIDLESPUR LN,DELAWARE,43015,unknown number trapped,2024-08-13T21:05:41.224997,Speaker 2
Speaker 2: There's a wildfire at 230 N SANDUSKY ST. Casualties reported: unknown number trapped,wildfire,230 N SANDUSKY ST,DELAWARE,43015,unknown number trapped,2024-04-16T02:41:41.225057,Speaker 2
Speaker 2: There's a gas leak at 846 EXECUTIVE BLVD. Casualties reported: unknown number trapped,gas leak,846 EXECUTIVE BLVD,DELAWARE,43015,unknown number trapped,2025-02-27T18:49:41.225113,Speaker 2
Speaker 2: There's a false alarm at 4074 PARSLEY PL. Casualties reported: children trapped,false alarm,4074 PARSLEY PL,DELAWARE,43015,children trapped,2024-05-21T15:03:41.225164,Speaker 2
Speaker 2: There's a kitchen fire at 73 CHAMBERLAIN ST. Casualties reported: pets inside,kitchen fire,73 CHAMBERLAIN ST,DELAWARE,43015,pets inside,2024-07-17T11:38:41.225216,Speaker 2
Speaker 2: There's a structure fire at 6114 DUBLIN RD. Casualties reported: pets inside,structure fire,6114 DUBLIN RD,DELAWARE,43015,pets inside,2025-02-10T06:29:41.225271,Speaker 2
Speaker 2: There's a structure fire at 248 N LIBERTY ST. Casualties reported: caller escaped alone,structure fire,248 N LIBERTY ST,DELAWARE,43015,caller escaped alone,2024-11-13T13:10:41.225326,Speaker 2
Speaker 2: There's a gas leak at 35 N SANDUSKY ST. Casualties reported: elderly person trapped,gas leak,35 N SANDUSKY ST,DELAWARE,43015,elderly person trapped,2024-07-06T07:45:41.225380,Speaker 2
Speaker 2: There's a wildfire at 920 FARMINGTON LN. No one is hurt.,wildfire,920 FARMINGTON LN,DELAWARE,43015,none,2024-10-05T12:24:41.225451,Speaker 2
Speaker 2: There's a wildfire at 1637 FORD RD. Casualties reported: caller escaped alone,wildfire,1637 FORD RD,DELAWARE,43015,caller escaped alone,2025-01-29T21:39:41.225504,Speaker 2
Speaker 2: There's a gas leak at 78 WELSHIRE CT. No one is hurt.,gas leak,78 WELSHIRE CT,DELAWARE,43015,none,2024-09-30T18:17:41.225575,Speaker 2
Speaker 2: There's a kitchen fire at 150 SOLSTICE RD. Casualties reported: caller escaped alone,kitchen fire,150 SOLSTICE RD,DELAWARE,43015,caller escaped alone,2024-07-24T21:03:41.225639,Speaker 2
Speaker 2: There's a electrical fire at 771 RUTHERFORD CT. Casualties reported: elderly person trapped,electrical fire,771 RUTHERFORD CT,DELAWARE,43015,elderly person trapped,2024-05-28T20:09:41.225694,Speaker 2
Speaker 2: There's a kitchen fire at 95 COLUMBUS AVE. Casualties reported: caller escaped alone,kitchen fire,95 COLUMBUS AVE,DELAWARE,43015,caller escaped alone,2025-01-18T05:24:41.225745,Speaker 2
Speaker 2: There's a vehicle fire at 234 W LINCOLN AVE. Casualties reported: caller escaped alone,vehicle fire,234 W LINCOLN AVE,DELAWARE,43015,caller escaped alone,2024-09-14T01:42:41.225796,Speaker 2
Speaker 2: There's a electrical fire at 331 KERRY PARK CIR. No one is hurt.,electrical fire,331 KERRY PARK CIR,DELAWARE,43015,none,2024-04-30T22:46:41.225943,Speaker 2
Speaker 2: There's a wildfire at 1982 WOODLAND HALL DR. Casualties reported: children trapped,wildfire,1982 WOODLAND HALL DR,DELAWARE,43015,children trapped,2024-10-16T04:34:41.226002,Speaker 2
Speaker 2: There's a industrial fire at 451 TALLA RD N. Casualties reported: pets inside,industrial fire,451 TALLA RD N,DELAWARE,43015,pets inside,2025-03-01T19:36:41.226055,Speaker 2
Speaker 2: There's a gas leak at 101 ROCK CREEK DR. Casualties reported: pets inside,gas leak,101 ROCK CREEK DR,DELAWARE,43015,pets inside,2024-07-19T19:20:41.226114,Speaker 2
Speaker 2: There's a wildfire at 15 CHERRY BLOSSOM SQ STE 1207. Casualties reported: caller trapped,wildfire,15 CHERRY BLOSSOM SQ STE 1207,DELAWARE,43015,caller trapped,2024-08-28T01:56:41.226167,Speaker 2
Speaker 2: There's a electrical fire at 1300 LACKEY OLD STATE RD. Casualties reported: pets inside,electrical fire,1300 LACKEY OLD STATE RD,DELAWARE,43015,pets inside,2024-06-28T11:25:41.226219,Speaker 2
Speaker 2: There's a structure fire at 73 LOBDELL DR. Casualties reported: children trapped,structure fire,73 LOBDELL DR,DELAWARE,43015,children trapped,2025-01-22T11:55:41.226271,Speaker 2
Speaker 2: There's a wildfire at 607 PEBBLE PL APT I. Casualties reported: pets inside,wildfire,607 PEBBLE PL APT I,DELAWARE,43015,pets inside,2024-12-10T20:23:41.226322,Speaker 2
Speaker 2: There's a wildfire at 2000 US HIGHWAY 23 N LOT 103. Casualties reported: caller trapped,wildfire,2000 US HIGHWAY 23 N LOT 103,DELAWARE,43015,caller trapped,2024-11-15T06:30:41.226372,Speaker 2
Speaker 2: There's a gas leak at 615 WINTER RD. Casualties reported: caller trapped,gas leak,615 WINTER RD,DELAWARE,43015,caller trapped,2025-03-11T15:01:41.226423,Speaker 2
Speaker 2: There's a kitchen fire at 88 TROTTER'S CIR. Casualties reported: elderly person trapped,kitchen fire,88 TROTTER'S CIR,DELAWARE,43015,elderly person trapped,2025-02-05T12:48:41.226481,Speaker 2
Speaker 2: There's a industrial fire at 525 WHITE FAWN RUN. Casualties reported: children trapped,industrial fire,525 WHITE FAWN RUN,DELAWARE,43015,children trapped,2024-12-20T17:28:41.226550,Speaker 2
Speaker 2: There's a industrial fire at 972 BEAN-OLLER RD. Casualties reported: unknown number trapped,industrial fire,972 BEAN-OLLER RD,DELAWARE,43015,unknown number trapped,2024-06-30T04:23:41.226618,Speaker 2
Speaker 2: There's a industrial fire at 6142 HEATHER RIDGE DR. Casualties reported: children trapped,industrial fire,6142 HEATHER RIDGE DR,DELAWARE,43015,children trapped,2024-12-29T12:59:41.226680,Speaker 2
Speaker 2: There's a electrical fire at 186 VILLAGE GATE BLVD. Casualties reported: caller escaped alone,electrical fire,186 VILLAGE GATE BLVD,DELAWARE,43015,caller escaped alone,2024-04-08T16:35:41.226736,Speaker 2
Speaker 2: There's a vehicle fire at 199 TROTTER'S CIR. Casualties reported: caller escaped alone,vehicle fire,199 TROTTER'S CIR,DELAWARE,43015,caller escaped alone,2025-03-30T22:13:41.226796,Speaker 2
Speaker 2: There's a gas leak at 58 BIRCH ROW DR. Casualties reported: unknown number trapped,gas leak,58 BIRCH ROW DR,DELAWARE,43015,unknown number trapped,2025-03-25T02:19:41.226849,Speaker 2
Speaker 2: There's a kitchen fire at 430 DURHAM LN. No one is hurt.,kitchen fire,430 DURHAM LN,DELAWARE,43015,none,2025-01-11T01:15:41.226900,Speaker 2
Speaker 2: There's a kitchen fire at 199 CURLY SMART CIR. Casualties reported: unknown number trapped,kitchen fire,199 CURLY SMART CIR,DELAWARE,43015,unknown number trapped,2024-12-11T22:09:41.226953,Speaker 2
Speaker 2: There's a kitchen fire at 85 LAKE ST. Casualties reported: unknown number trapped,kitchen fire,85 LAKE ST,DELAWARE,43015,unknown number trapped,2024-09-30T21:40:41.227004,Speaker 2
Speaker 2: There's a kitchen fire at 209 RESTORATION DR. Casualties reported: elderly person trapped,kitchen fire,209 RESTORATION DR,DELAWARE,43015,elderly person trapped,2025-01-04T21:08:41.227055,Speaker 2
Speaker 2: There's a gas leak at 3254 CLEO ST. Casualties reported: children trapped,gas leak,3254 CLEO ST,DELAWARE,43015,children trapped,2025-03-12T18:50:41.227106,Speaker 2
Speaker 2: There's a false alarm at 116 PENICK AVE. Casualties reported: caller trapped,false alarm,116 PENICK AVE,DELAWARE,43015,caller trapped,2024-12-12T05:06:41.227155,Speaker 2
Speaker 2: There's a kitchen fire at 2717 GLENMEAD DR. Casualties reported: elderly person trapped,kitchen fire,2717 GLENMEAD DR,DELAWARE,43015,elderly person trapped,2024-05-26T01:23:41.227205,Speaker 2
Speaker 2: There's a kitchen fire at 213 SONOMA DR. Casualties reported: children trapped,kitchen fire,213 SONOMA DR,DELAWARE,43015,children trapped,2024-08-21T12:02:41.227254,Speaker 2
Speaker 2: There's a false alarm at 135 DOWNING ST W. Casualties reported: caller trapped,false alarm,135 DOWNING ST W,DELAWARE,43015,caller trapped,2025-03-20T05:08:41.227304,Speaker 2
Speaker 2: There's a gas leak at 7355 PERRY RD. Casualties reported: children trapped,gas leak,7355 PERRY RD,DELAWARE,43015,children trapped,2024-12-25T02:54:41.227357,Speaker 2
Speaker 2: There's a gas leak at 3147 CLEO ST. Casualties reported: pets inside,gas leak,3147 CLEO ST,DELAWARE,43015,pets inside,2025-03-01T18:36:41.227408,Speaker 2
Speaker 2: There's a kitchen fire at 45 VILLAGE GATE BLVD. Casualties reported: caller trapped,kitchen fire,45 VILLAGE GATE BLVD,DELAWARE,43015,caller trapped,2024-04-11T21:13:41.227458,Speaker 2
Speaker 2: There's a industrial fire at 4952 STATE ROUTE 257 S. Casualties reported: elderly person trapped,industrial fire,4952 STATE ROUTE 257 S,DELAWARE,43015,elderly person trapped,2024-12-06T17:30:41.227509,Speaker 2
Speaker 2: There's a kitchen fire at 1045 STATE ROUTE 257 S. Casualties reported: pets inside,kitchen fire,1045 STATE ROUTE 257 S,DELAWARE,43015,pets inside,2024-12-03T05:12:41.227568,Speaker 2
Speaker 2: There's a vehicle fire at 137 SOMERSET RD. Casualties reported: caller trapped,vehicle fire,137 SOMERSET RD,DELAWARE,43015,caller trapped,2024-05-13T23:39:41.227639,Speaker 2
Speaker 2: There's a gas leak at 39 E FOUNTAIN AVE. Casualties reported: children trapped,gas leak,39 E FOUNTAIN AVE,DELAWARE,43015,children trapped,2024-06-17T23:48:41.227705,Speaker 2
Speaker 2: There's a structure fire at 484 ADRIAN DR. Casualties reported: pets inside,structure fire,484 ADRIAN DR,DELAWARE,43015,pets inside,2025-02-15T01:25:41.227769,Speaker 2
Speaker 2: There's a vehicle fire at 121 AARON DR. Casualties reported: unknown number trapped,vehicle fire,121 AARON DR,DELAWARE,43015,unknown number trapped,2025-01-12T13:48:41.227823,Speaker 2
Speaker 2: There's a false alarm at 2974 DEVONSHIRE DR. Casualties reported: unknown number trapped,false alarm,2974 DEVONSHIRE DR,DELAWARE,43015,unknown number trapped,2024-04-11T23:50:41.227874,Speaker 2
Speaker 2: There's a structure fire at 743 CLYMER ST. Casualties reported: children trapped,structure fire,743 CLYMER ST,DELAWARE,43015,children trapped,2024-12-25T06:02:41.227926,Speaker 2
Speaker 2: There's a wildfire at 63 COLFRET CT. Casualties reported: caller trapped,wildfire,63 COLFRET CT,DELAWARE,43015,caller trapped,2024-10-19T12:23:41.227980,Speaker 2
Speaker 2: There's a kitchen fire at 519 ROCHDALE RUN. Casualties reported: unknown number trapped,kitchen fire,519 ROCHDALE RUN,DELAWARE,43015,unknown number trapped,2024-05-15T06:06:41.228032,Speaker 2
Speaker 2: There's a electrical fire at 305 S SANDUSKY ST. Casualties reported: pets inside,electrical fire,305 S SANDUSKY ST,DELAWARE,43015,pets inside,2025-02-22T02:44:41.228084,Speaker 2
Speaker 2: There's a industrial fire at 5202 US HIGHWAY 23 N Area4-35. No one is hurt.,industrial fire,5202 US HIGHWAY 23 N Area4-35,DELAWARE,43015,none,2025-03-30T03:08:41.228135,Speaker 2
Speaker 2: There's a false alarm at 196 N SANDUSKY ST APT A. Casualties reported: caller trapped,false alarm,196 N SANDUSKY ST APT A,DELAWARE,43015,caller trapped,2024-12-17T14:44:41.228188,Speaker 2
Speaker 2: There's a electrical fire at 419 TAYLOR AVE. Casualties reported: caller trapped,electrical fire,419 TAYLOR AVE,DELAWARE,43015,caller trapped,2024-12-23T03:23:41.228245,Speaker 2
Speaker 2: There's a industrial fire at 2798 BERLIN MANOR DR. No one is hurt.,industrial fire,2798 BERLIN MANOR DR,DELAWARE,43015,none,2025-01-11T01:11:41.228297,Speaker 2
Speaker 2: There's a false alarm at 57 NORTH ST. Casualties reported: children trapped,false alarm,57 NORTH ST,DELAWARE,43015,children trapped,2024-10-23T06:29:41.228349,Speaker 2
Speaker 2: There's a gas leak at 525 BRAUMILLER CROSSING DR. Casualties reported: caller trapped,gas leak,525 BRAUMILLER CROSSING DR,DELAWARE,43015,caller trapped,2025-01-16T00:56:41.228400,Speaker 2
Speaker 2: There's a wildfire at 131 CURTIS ST. Casualties reported: unknown number trapped,wildfire,131 CURTIS ST,DELAWARE,43015,unknown number trapped,2024-11-04T04:58:41.228451,Speaker 2
Speaker 2: There's a vehicle fire at 2768 CLEO ST. Casualties reported: pets inside,vehicle fire,2768 CLEO ST,DELAWARE,43015,pets inside,2024-07-06T00:31:41.228502,Speaker 2
Speaker 2: There's a industrial fire at 5343 BLUFFTON WAY. Casualties reported: caller trapped,industrial fire,5343 BLUFFTON WAY,DELAWARE,43015,caller trapped,2024-07-09T22:23:41.228553,Speaker 2
Speaker 2: There's a electrical fire at 160 STATE ROUTE 203. No one is hurt.,electrical fire,160 STATE ROUTE 203,DELAWARE,43015,none,2024-07-04T12:53:41.228604,Speaker 2
